CODIGO TRX	DESCRIPCION TRANSACCION	TIPO CONTABILIDAD	FECHA CONTABLE	VALOR DB 1	VALOR DB 2	VALOR DB 3	ID TERCERO DB1	ID TERCERO DB2	ID TERCERO DB3	NOMBRE TERCERO DB1	NOMBRE TERCERO DB2	NOMBRE TERCERO DB3	CC DB 1	CC DB 2	CC DB 3	VALOR CR 1	VALOR CR 2	VALOR CR 3	ID TERCERO CR 1	ID TERCERO CR 2	ID TERCERO CR 3	NOMBRE TERCERO CR1	NOMBRE TERCERO CR2	NOMBRE TERCERO CR3	CC CR 1	CC CR 2	CC CR 3	COMENTARIO	TIPO DE DOCUMENTO	NUMERO DE DOCUMENTO	DOCUMENTO BASE	NUMERO DOCUMENTO BASE	CUENTA	CAMPO_NUMERICO_1	CAMPO_ALFANUMERICO_2	CAMPO_ALFANUMERICO_3	CAMPO_ALFANUMERICO_4	CAMPO_ALFANUMERICO_5	CAMPO_ALFANUMERICO_6	CAMPO_ALFANUMERICO_7	CAMPO_ALFANUMERICO_8	CAMPO_ALFANUMERICO_9	CAMPO_ALFANUMERICO_10	CAMPO_ALFANUMERICO_11	CAMPO_ALFANUMERICO_12	CAMPO_ALFANUMERICO_13	CAMPO_ALFANUMERICO_14	CAMPO_ALFANUMERICO_15
AF265	DEP EQ ELECTRICOS	7115	2025-02-19	1000000.02	N/A	N/A	70	71	N/A	abc	N/A	N/A	123	N/A	N/A	1000000.02	N/A	N/A	80	81	N/A	abc	N/A	N/A	123	N/A	N/A	prueba	T90	123	as	123	53017	68935	37992124CC	94756	2025-02-28	2025-03-29	2025-05-04	7941	84	692	25	Caja CCC	AC	HE	31	3720
AF265	DEP EQ ELECTRICOS	7115	2025-02-19	1000000.02	N/A	N/A	70	71	N/A	abc	N/A	N/A	123	N/A	N/A	1000000.02	N/A	N/A	80	81	N/A	abc	N/A	N/A	123	N/A	N/A	prueba	T90	123	as	123	21324	40817	87935919CC	37867	2025-03-14	2025-04-06	2025-05-02	7895	23	851	78	Caja BBB	BC	HE	67	4227
AF265	DEP EQ ELECTRICOS	7115	2025-02-19	1000000.02	N/A	N/A	70	71	N/A	abc	N/A	N/A	123	N/A	N/A	1000000.02	N/A	N/A	80	81	N/A	abc	N/A	N/A	123	N/A	N/A	prueba	T90	123	as	123	51061	86633	20469150AA	22180	2025-03-20	2025-04-13	2025-04-29	8183	26	910	97	Caja AAA	CC	FE	53	1236
AF265	DEP EQ ELECTRICOS	7115	2025-02-19	1000000.02	N/A	N/A	70	71	N/A	abc	N/A	N/A	123	N/A	N/A	1000000.02	N/A	N/A	80	81	N/A	abc	N/A	N/A	123	N/A	N/A	prueba	T90	123	as	123	51385	68423	11489574CC	80056	2025-03-11	2025-04-16	2025-04-29	7642	96	940	64	Caja AAA	BC	FE	77	6140
AF265	DEP EQ ELECTRICOS	7115	2025-02-19	1000000.02	N/A	N/A	70	71	N/A	abc	N/A	N/A	123	N/A	N/A	1000000.02	N/A	N/A	80	81	N/A	abc	N/A	N/A	123	N/A	N/A	prueba	T90	123	as	123	56439	71753	26605261AA	85282	2025-03-12	2025-04-18	2025-05-04	6889	46	773	24	Caja AAA	CC	GE	18	4047
AF265	DEP EQ ELECTRICOS	7115	2025-02-19	1000000.02	N/A	N/A	70	71	N/A	abc	N/A	N/A	123	N/A	N/A	1000000.02	N/A	N/A	80	81	N/A	abc	N/A	N/A	123	N/A	N/A	prueba	T90	123	as	123	34422	90138	73439728CC	61926	2025-02-23	2025-04-20	2025-05-09	3830	39	239	20	Caja BBB	CC	HE	54	1486
AF265	DEP EQ ELECTRICOS	7115	2025-02-19	1000000.02	N/A	N/A	70	71	N/A	abc	N/A	N/A	123	N/A	N/A	1000000.02	N/A	N/A	80	81	N/A	abc	N/A	N/A	123	N/A	N/A	prueba	T90	123	as	123	32636	22032	52454675BB	30555	2025-03-13	2025-04-01	2025-04-22	7002	56	885	30	Caja CCC	AC	FE	85	1121
AF265	DEP EQ ELECTRICOS	7115	2025-02-19	1000000.02	N/A	N/A	70	71	N/A	abc	N/A	N/A	123	N/A	N/A	1000000.02	N/A	N/A	80	81	N/A	abc	N/A	N/A	123	N/A	N/A	prueba	T90	123	as	123	29201	43796	79421102BB	14938	2025-02-23	2025-03-26	2025-04-29	1481	86	359	46	Caja BBB	BC	GE	41	7788
AF265	DEP EQ ELECTRICOS	7115	2025-02-19	1000000.02	N/A	N/A	70	71	N/A	abc	N/A	N/A	123	N/A	N/A	1000000.02	N/A	N/A	80	81	N/A	abc	N/A	N/A	123	N/A	N/A	prueba	T90	123	as	123	69496	64878	57992375CC	81814	2025-03-10	2025-03-30	2025-04-25	4067	77	673	33	Caja AAA	AC	FE	48	7615
AF265	DEP EQ ELECTRICOS	7115	2025-02-19	1000000.02	N/A	N/A	70	71	N/A	abc	N/A	N/A	123	N/A	N/A	1000000.02	N/A	N/A	80	81	N/A	abc	N/A	N/A	123	N/A	N/A	prueba	T90	123	as	123	65581	67012	29608588CC	53069	2025-02-25	2025-04-03	2025-04-23	9587	40	565	71	Caja AAA	BC	FE	27	3580
AF265	DEP EQ ELECTRICOS	7115	2025-02-19	1000000.02	N/A	N/A	70	71	N/A	abc	N/A	N/A	123	N/A	N/A	1000000.02	N/A	N/A	80	81	N/A	abc	N/A	N/A	123	N/A	N/A	prueba	T90	123	as	123	81545	83909	53415236AA	97345	2025-03-13	2025-04-19	2025-04-30	4349	10	835	27	Caja BBB	CC	FE	95	1249
AF265	DEP EQ ELECTRICOS	7115	2025-02-19	1000000.02	N/A	N/A	70	71	N/A	abc	N/A	N/A	123	N/A	N/A	1000000.02	N/A	N/A	80	81	N/A	abc	N/A	N/A	123	N/A	N/A	prueba	T90	123	as	123	47880	69835	42791533AA	52745	2025-03-18	2025-03-28	2025-05-21	5144	20	673	87	Caja CCC	AC	GE	59	1489
AF265	DEP EQ ELECTRICOS	7115	2025-02-19	1000000.02	N/A	N/A	70	71	N/A	abc	N/A	N/A	123	N/A	N/A	1000000.02	N/A	N/A	80	81	N/A	abc	N/A	N/A	123	N/A	N/A	prueba	T90	123	as	123	33889	59569	86358564AA	78355	2025-03-11	2025-04-19	2025-04-28	1667	86	945	30	Caja BBB	BC	FE	18	5254
AF265	DEP EQ ELECTRICOS	7115	2025-02-19	1000000.02	N/A	N/A	70	71	N/A	abc	N/A	N/A	123	N/A	N/A	1000000.02	N/A	N/A	80	81	N/A	abc	N/A	N/A	123	N/A	N/A	prueba	T90	123	as	123	62117	33302	12842341BB	75798	2025-03-09	2025-04-07	2025-05-02	6169	76	616	32	Caja AAA	CC	HE	93	7480
AF265	DEP EQ ELECTRICOS	7115	2025-02-19	1000000.02	N/A	N/A	70	71	N/A	abc	N/A	N/A	123	N/A	N/A	1000000.02	N/A	N/A	80	81	N/A	abc	N/A	N/A	123	N/A	N/A	prueba	T90	123	as	123	17783	66097	77062733BB	86057	2025-02-26	2025-03-31	2025-04-22	4382	44	556	88	Caja CCC	AC	GE	14	4415
AF265	DEP EQ ELECTRICOS	7115	2025-02-19	1000000.02	N/A	N/A	70	71	N/A	abc	N/A	N/A	123	N/A	N/A	1000000.02	N/A	N/A	80	81	N/A	abc	N/A	N/A	123	N/A	N/A	prueba	T90	123	as	123	90101	70277	92650073CC	78286	2025-03-14	2025-03-31	2025-05-13	6308	79	934	52	Caja CCC	CC	FE	60	1007
AF265	DEP EQ ELECTRICOS	7115	2025-02-19	1000000.02	N/A	N/A	70	71	N/A	abc	N/A	N/A	123	N/A	N/A	1000000.02	N/A	N/A	80	81	N/A	abc	N/A	N/A	123	N/A	N/A	prueba	T90	123	as	123	82402	14075	93636930AA	63768	2025-03-22	2025-04-06	2025-05-02	8429	92	117	39	Caja AAA	CC	GE	46	6907
AF265	DEP EQ ELECTRICOS	7115	2025-02-19	1000000.02	N/A	N/A	70	71	N/A	abc	N/A	N/A	123	N/A	N/A	1000000.02	N/A	N/A	80	81	N/A	abc	N/A	N/A	123	N/A	N/A	prueba	T90	123	as	123	72481	57146	55325997AA	68850	2025-03-04	2025-04-06	2025-04-25	8609	11	260	71	Caja BBB	BC	GE	50	1931
AF265	DEP EQ ELECTRICOS	7115	2025-02-19	1000000.02	N/A	N/A	70	71	N/A	abc	N/A	N/A	123	N/A	N/A	1000000.02	N/A	N/A	80	81	N/A	abc	N/A	N/A	123	N/A	N/A	prueba	T90	123	as	123	22874	83524	10731267BB	70078	2025-03-17	2025-04-19	2025-05-06	6519	63	140	24	Caja CCC	AC	GE	48	5453
AF265	DEP EQ ELECTRICOS	7115	2025-02-19	1000000.02	N/A	N/A	70	71	N/A	abc	N/A	N/A	123	N/A	N/A	1000000.02	N/A	N/A	80	81	N/A	abc	N/A	N/A	123	N/A	N/A	prueba	T90	123	as	123	56204	48541	23125758CC	70627	2025-03-22	2025-03-23	2025-05-05	8087	35	492	95	Caja CCC	CC	FE	23	1414
AF265	DEP EQ ELECTRICOS	7115	2025-02-19	1000000.02	N/A	N/A	70	71	N/A	abc	N/A	N/A	123	N/A	N/A	1000000.02	N/A	N/A	80	81	N/A	abc	N/A	N/A	123	N/A	N/A	prueba	T90	123	as	123	69621	32364	24785530AA	92491	2025-03-13	2025-03-30	2025-04-22	2735	13	719	45	Caja AAA	CC	HE	90	6920
AF265	DEP EQ ELECTRICOS	7115	2025-02-19	1000000.02	N/A	N/A	70	71	N/A	abc	N/A	N/A	123	N/A	N/A	1000000.02	N/A	N/A	80	81	N/A	abc	N/A	N/A	123	N/A	N/A	prueba	T90	123	as	123	72043	54954	99271995AA	55486	2025-03-15	2025-04-06	2025-04-24	3659	65	797	42	Caja AAA	BC	GE	52	7358
AF265	DEP EQ ELECTRICOS	7115	2025-02-19	1000000.02	N/A	N/A	70	71	N/A	abc	N/A	N/A	123	N/A	N/A	1000000.02	N/A	N/A	80	81	N/A	abc	N/A	N/A	123	N/A	N/A	prueba	T90	123	as	123	77187	44941	37059199BB	14816	2025-03-01	2025-04-08	2025-04-26	3571	96	774	39	Caja AAA	BC	GE	96	4075
AF265	DEP EQ ELECTRICOS	7115	2025-02-19	1000000.02	N/A	N/A	70	71	N/A	abc	N/A	N/A	123	N/A	N/A	1000000.02	N/A	N/A	80	81	N/A	abc	N/A	N/A	123	N/A	N/A	prueba	T90	123	as	123	35647	60542	39190234CC	38102	2025-02-25	2025-04-03	2025-05-05	5500	94	493	69	Caja BBB	BC	HE	37	7246
AF265	DEP EQ ELECTRICOS	7115	2025-02-19	1000000.02	N/A	N/A	70	71	N/A	abc	N/A	N/A	123	N/A	N/A	1000000.02	N/A	N/A	80	81	N/A	abc	N/A	N/A	123	N/A	N/A	prueba	T90	123	as	123	87124	36726	75232013AA	20608	2025-03-14	2025-04-09	2025-05-17	6634	72	911	89	Caja AAA	AC	FE	87	3414
AF265	DEP EQ ELECTRICOS	7115	2025-02-19	1000000.02	N/A	N/A	70	71	N/A	abc	N/A	N/A	123	N/A	N/A	1000000.02	N/A	N/A	80	81	N/A	abc	N/A	N/A	123	N/A	N/A	prueba	T90	123	as	123	43412	33533	29463382CC	50169	2025-03-19	2025-04-20	2025-05-08	5763	90	531	85	Caja BBB	CC	FE	17	8168
AF265	DEP EQ ELECTRICOS	7115	2025-02-19	1000000.02	N/A	N/A	70	71	N/A	abc	N/A	N/A	123	N/A	N/A	1000000.02	N/A	N/A	80	81	N/A	abc	N/A	N/A	123	N/A	N/A	prueba	T90	123	as	123	68709	62811	94591236AA	93148	2025-03-13	2025-04-02	2025-05-06	6696	21	213	15	Caja AAA	CC	GE	91	4638
AF265	DEP EQ ELECTRICOS	7115	2025-02-19	1000000.02	N/A	N/A	70	71	N/A	abc	N/A	N/A	123	N/A	N/A	1000000.02	N/A	N/A	80	81	N/A	abc	N/A	N/A	123	N/A	N/A	prueba	T90	123	as	123	54765	95962	76296350AA	81244	2025-02-21	2025-03-29	2025-05-11	8036	79	971	92	Caja BBB	BC	FE	14	4546
AF265	DEP EQ ELECTRICOS	7115	2025-02-19	1000000.02	N/A	N/A	70	71	N/A	abc	N/A	N/A	123	N/A	N/A	1000000.02	N/A	N/A	80	81	N/A	abc	N/A	N/A	123	N/A	N/A	prueba	T90	123	as	123	42349	39829	86511376CC	37190	2025-03-16	2025-03-29	2025-05-21	1166	82	751	93	Caja BBB	CC	FE	86	4821
AF265	DEP EQ ELECTRICOS	7115	2025-02-19	1000000.02	N/A	N/A	70	71	N/A	abc	N/A	N/A	123	N/A	N/A	1000000.02	N/A	N/A	80	81	N/A	abc	N/A	N/A	123	N/A	N/A	prueba	T90	123	as	123	37509	72537	55622123CC	81120	2025-03-08	2025-04-20	2025-04-25	7457	22	721	88	Caja CCC	AC	GE	77	5220
AF265	DEP EQ ELECTRICOS	7115	2025-02-19	1000000.02	N/A	N/A	70	71	N/A	abc	N/A	N/A	123	N/A	N/A	1000000.02	N/A	N/A	80	81	N/A	abc	N/A	N/A	123	N/A	N/A	prueba	T90	123	as	123	72936	47071	99202918BB	90626	2025-02-24	2025-04-10	2025-04-27	4599	36	119	60	Caja BBB	CC	HE	65	1124
AF265	DEP EQ ELECTRICOS	7115	2025-02-19	1000000.02	N/A	N/A	70	71	N/A	abc	N/A	N/A	123	N/A	N/A	1000000.02	N/A	N/A	80	81	N/A	abc	N/A	N/A	123	N/A	N/A	prueba	T90	123	as	123	34293	50490	46801469AA	86858	2025-02-22	2025-04-18	2025-05-10	8165	61	157	83	Caja AAA	AC	GE	61	5933
AF265	DEP EQ ELECTRICOS	7115	2025-02-19	1000000.02	N/A	N/A	70	71	N/A	abc	N/A	N/A	123	N/A	N/A	1000000.02	N/A	N/A	80	81	N/A	abc	N/A	N/A	123	N/A	N/A	prueba	T90	123	as	123	82428	32634	62826205CC	86000	2025-03-13	2025-04-13	2025-05-01	6692	48	813	74	Caja BBB	AC	GE	86	7598
AF265	DEP EQ ELECTRICOS	7115	2025-02-19	1000000.02	N/A	N/A	70	71	N/A	abc	N/A	N/A	123	N/A	N/A	1000000.02	N/A	N/A	80	81	N/A	abc	N/A	N/A	123	N/A	N/A	prueba	T90	123	as	123	93608	47020	72682956BB	42607	2025-03-18	2025-04-06	2025-05-15	9766	26	601	16	Caja AAA	AC	GE	86	9370
AF265	DEP EQ ELECTRICOS	7115	2025-02-19	1000000.02	N/A	N/A	70	71	N/A	abc	N/A	N/A	123	N/A	N/A	1000000.02	N/A	N/A	80	81	N/A	abc	N/A	N/A	123	N/A	N/A	prueba	T90	123	as	123	98978	76692	86375995CC	72271	2025-02-28	2025-03-26	2025-04-22	3878	39	728	93	Caja AAA	BC	FE	20	1832
AF265	DEP EQ ELECTRICOS	7115	2025-02-19	1000000.02	N/A	N/A	70	71	N/A	abc	N/A	N/A	123	N/A	N/A	1000000.02	N/A	N/A	80	81	N/A	abc	N/A	N/A	123	N/A	N/A	prueba	T90	123	as	123	69629	82752	36132317CC	61737	2025-02-25	2025-04-21	2025-05-18	2624	49	942	98	Caja AAA	AC	HE	42	2147
AF265	DEP EQ ELECTRICOS	7115	2025-02-19	1000000.02	N/A	N/A	70	71	N/A	abc	N/A	N/A	123	N/A	N/A	1000000.02	N/A	N/A	80	81	N/A	abc	N/A	N/A	123	N/A	N/A	prueba	T90	123	as	123	30906	41947	23666520BB	98578	2025-03-15	2025-03-23	2025-04-23	9863	10	430	52	Caja CCC	CC	HE	92	7069
AF265	DEP EQ ELECTRICOS	7115	2025-02-19	1000000.02	N/A	N/A	70	71	N/A	abc	N/A	N/A	123	N/A	N/A	1000000.02	N/A	N/A	80	81	N/A	abc	N/A	N/A	123	N/A	N/A	prueba	T90	123	as	123	10179	97901	82765863BB	96377	2025-02-26	2025-04-14	2025-04-22	4591	65	703	31	Caja BBB	AC	HE	66	4526
AF265	DEP EQ ELECTRICOS	7115	2025-02-19	1000000.02	N/A	N/A	70	71	N/A	abc	N/A	N/A	123	N/A	N/A	1000000.02	N/A	N/A	80	81	N/A	abc	N/A	N/A	123	N/A	N/A	prueba	T90	123	as	123	98124	18196	63736544BB	85927	2025-02-27	2025-04-09	2025-05-17	6551	77	436	29	Caja CCC	AC	FE	94	8508
AF265	DEP EQ ELECTRICOS	7115	2025-02-19	1000000.02	N/A	N/A	70	71	N/A	abc	N/A	N/A	123	N/A	N/A	1000000.02	N/A	N/A	80	81	N/A	abc	N/A	N/A	123	N/A	N/A	prueba	T90	123	as	123	44858	58390	10265655BB	17613	2025-03-16	2025-04-04	2025-05-13	1802	63	956	21	Caja AAA	AC	FE	10	5820
AF265	DEP EQ ELECTRICOS	7115	2025-02-19	1000000.02	N/A	N/A	70	71	N/A	abc	N/A	N/A	123	N/A	N/A	1000000.02	N/A	N/A	80	81	N/A	abc	N/A	N/A	123	N/A	N/A	prueba	T90	123	as	123	20753	60871	48679636BB	53354	2025-03-05	2025-04-02	2025-04-24	1931	56	829	28	Caja AAA	BC	GE	91	8839
AF265	DEP EQ ELECTRICOS	7115	2025-02-19	1000000.02	N/A	N/A	70	71	N/A	abc	N/A	N/A	123	N/A	N/A	1000000.02	N/A	N/A	80	81	N/A	abc	N/A	N/A	123	N/A	N/A	prueba	T90	123	as	123	15833	45537	36454144AA	82563	2025-03-11	2025-04-01	2025-04-29	2334	83	106	77	Caja BBB	AC	FE	69	1077
AF265	DEP EQ ELECTRICOS	7115	2025-02-19	1000000.02	N/A	N/A	70	71	N/A	abc	N/A	N/A	123	N/A	N/A	1000000.02	N/A	N/A	80	81	N/A	abc	N/A	N/A	123	N/A	N/A	prueba	T90	123	as	123	14349	33739	57959169BB	18561	2025-03-14	2025-04-12	2025-05-03	3344	54	319	10	Caja AAA	AC	GE	65	4147
AF265	DEP EQ ELECTRICOS	7115	2025-02-19	1000000.02	N/A	N/A	70	71	N/A	abc	N/A	N/A	123	N/A	N/A	1000000.02	N/A	N/A	80	81	N/A	abc	N/A	N/A	123	N/A	N/A	prueba	T90	123	as	123	86116	57700	48692414AA	77486	2025-02-22	2025-04-11	2025-04-22	7682	62	516	36	Caja AAA	AC	GE	58	9234
AF265	DEP EQ ELECTRICOS	7115	2025-02-19	1000000.02	N/A	N/A	70	71	N/A	abc	N/A	N/A	123	N/A	N/A	1000000.02	N/A	N/A	80	81	N/A	abc	N/A	N/A	123	N/A	N/A	prueba	T90	123	as	123	61507	66512	70935076CC	88287	2025-03-21	2025-04-16	2025-05-10	9014	17	919	19	Caja AAA	BC	GE	31	6439
AF265	DEP EQ ELECTRICOS	7115	2025-02-19	1000000.02	N/A	N/A	70	71	N/A	abc	N/A	N/A	123	N/A	N/A	1000000.02	N/A	N/A	80	81	N/A	abc	N/A	N/A	123	N/A	N/A	prueba	T90	123	as	123	95633	59750	50348214AA	65857	2025-03-15	2025-04-10	2025-05-19	3153	93	200	53	Caja AAA	BC	GE	36	4463
AF265	DEP EQ ELECTRICOS	7115	2025-02-19	1000000.02	N/A	N/A	70	71	N/A	abc	N/A	N/A	123	N/A	N/A	1000000.02	N/A	N/A	80	81	N/A	abc	N/A	N/A	123	N/A	N/A	prueba	T90	123	as	123	13466	93640	85568884AA	68447	2025-03-04	2025-04-18	2025-05-09	9751	48	138	89	Caja AAA	CC	FE	34	4075
AF265	DEP EQ ELECTRICOS	7115	2025-02-19	1000000.02	N/A	N/A	70	71	N/A	abc	N/A	N/A	123	N/A	N/A	1000000.02	N/A	N/A	80	81	N/A	abc	N/A	N/A	123	N/A	N/A	prueba	T90	123	as	123	84949	23314	96853818CC	56538	2025-03-08	2025-04-11	2025-05-02	2512	26	916	34	Caja BBB	BC	GE	11	9123
AF265	DEP EQ ELECTRICOS	7115	2025-02-19	1000000.02	N/A	N/A	70	71	N/A	abc	N/A	N/A	123	N/A	N/A	1000000.02	N/A	N/A	80	81	N/A	abc	N/A	N/A	123	N/A	N/A	prueba	T90	123	as	123	40643	32645	52433956CC	63782	2025-03-07	2025-04-16	2025-05-21	2741	20	301	57	Caja AAA	AC	GE	43	5019
AF265	DEP EQ ELECTRICOS	7115	2025-02-19	1000000.02	N/A	N/A	70	71	N/A	abc	N/A	N/A	123	N/A	N/A	1000000.02	N/A	N/A	80	81	N/A	abc	N/A	N/A	123	N/A	N/A	prueba	T90	123	as	123	96673	12117	72015541AA	83700	2025-03-16	2025-03-31	2025-05-05	8454	45	680	16	Caja AAA	BC	GE	72	6074
AF265	DEP EQ ELECTRICOS	7115	2025-02-19	1000000.02	N/A	N/A	70	71	N/A	abc	N/A	N/A	123	N/A	N/A	1000000.02	N/A	N/A	80	81	N/A	abc	N/A	N/A	123	N/A	N/A	prueba	T90	123	as	123	58876	98159	93867255AA	81978	2025-03-19	2025-04-17	2025-05-12	7553	52	249	95	Caja AAA	AC	HE	30	7529
AF265	DEP EQ ELECTRICOS	7115	2025-02-19	1000000.02	N/A	N/A	70	71	N/A	abc	N/A	N/A	123	N/A	N/A	1000000.02	N/A	N/A	80	81	N/A	abc	N/A	N/A	123	N/A	N/A	prueba	T90	123	as	123	36297	54100	16474810AA	69926	2025-02-24	2025-04-02	2025-04-24	9492	77	901	23	Caja AAA	BC	HE	59	8500
AF265	DEP EQ ELECTRICOS	7115	2025-02-19	1000000.02	N/A	N/A	70	71	N/A	abc	N/A	N/A	123	N/A	N/A	1000000.02	N/A	N/A	80	81	N/A	abc	N/A	N/A	123	N/A	N/A	prueba	T90	123	as	123	54594	75227	94142507AA	14982	2025-03-03	2025-03-26	2025-04-29	5613	34	523	81	Caja BBB	CC	FE	83	9406
AF265	DEP EQ ELECTRICOS	7115	2025-02-19	1000000.02	N/A	N/A	70	71	N/A	abc	N/A	N/A	123	N/A	N/A	1000000.02	N/A	N/A	80	81	N/A	abc	N/A	N/A	123	N/A	N/A	prueba	T90	123	as	123	69194	15040	73326613CC	25025	2025-03-09	2025-04-08	2025-05-20	6850	65	242	36	Caja CCC	BC	HE	51	2124
AF265	DEP EQ ELECTRICOS	7115	2025-02-19	1000000.02	N/A	N/A	70	71	N/A	abc	N/A	N/A	123	N/A	N/A	1000000.02	N/A	N/A	80	81	N/A	abc	N/A	N/A	123	N/A	N/A	prueba	T90	123	as	123	83913	54979	16860609BB	72695	2025-02-27	2025-04-16	2025-05-14	1883	98	887	38	Caja AAA	CC	HE	84	2962
AF265	DEP EQ ELECTRICOS	7115	2025-02-19	1000000.02	N/A	N/A	70	71	N/A	abc	N/A	N/A	123	N/A	N/A	1000000.02	N/A	N/A	80	81	N/A	abc	N/A	N/A	123	N/A	N/A	prueba	T90	123	as	123	17330	90886	40356137BB	79889	2025-03-06	2025-04-07	2025-04-27	1954	25	310	57	Caja BBB	BC	HE	24	6439
AF265	DEP EQ ELECTRICOS	7115	2025-02-19	1000000.02	N/A	N/A	70	71	N/A	abc	N/A	N/A	123	N/A	N/A	1000000.02	N/A	N/A	80	81	N/A	abc	N/A	N/A	123	N/A	N/A	prueba	T90	123	as	123	86504	41469	63886177AA	70745	2025-03-01	2025-04-01	2025-05-19	7929	32	376	46	Caja CCC	AC	FE	50	4402
AF265	DEP EQ ELECTRICOS	7115	2025-02-19	1000000.02	N/A	N/A	70	71	N/A	abc	N/A	N/A	123	N/A	N/A	1000000.02	N/A	N/A	80	81	N/A	abc	N/A	N/A	123	N/A	N/A	prueba	T90	123	as	123	91219	35279	92279587BB	58087	2025-02-26	2025-04-09	2025-04-26	1251	60	156	73	Caja BBB	CC	FE	21	8494
AF265	DEP EQ ELECTRICOS	7115	2025-02-19	1000000.02	N/A	N/A	70	71	N/A	abc	N/A	N/A	123	N/A	N/A	1000000.02	N/A	N/A	80	81	N/A	abc	N/A	N/A	123	N/A	N/A	prueba	T90	123	as	123	36017	84245	43539979CC	88589	2025-03-22	2025-04-15	2025-05-18	3411	38	119	32	Caja CCC	BC	HE	21	9646
AF265	DEP EQ ELECTRICOS	7115	2025-02-19	1000000.02	N/A	N/A	70	71	N/A	abc	N/A	N/A	123	N/A	N/A	1000000.02	N/A	N/A	80	81	N/A	abc	N/A	N/A	123	N/A	N/A	prueba	T90	123	as	123	17035	98626	39790986BB	18559	2025-03-21	2025-03-25	2025-05-01	8733	91	580	98	Caja BBB	BC	FE	36	6880
AF265	DEP EQ ELECTRICOS	7115	2025-02-19	1000000.02	N/A	N/A	70	71	N/A	abc	N/A	N/A	123	N/A	N/A	1000000.02	N/A	N/A	80	81	N/A	abc	N/A	N/A	123	N/A	N/A	prueba	T90	123	as	123	55717	57893	48916255BB	21442	2025-03-17	2025-04-11	2025-04-27	1559	14	180	93	Caja CCC	CC	FE	58	6039
AF265	DEP EQ ELECTRICOS	7115	2025-02-19	1000000.02	N/A	N/A	70	71	N/A	abc	N/A	N/A	123	N/A	N/A	1000000.02	N/A	N/A	80	81	N/A	abc	N/A	N/A	123	N/A	N/A	prueba	T90	123	as	123	94467	98586	67804256BB	54837	2025-03-12	2025-04-11	2025-05-08	3510	19	111	86	Caja AAA	CC	HE	87	4325
AF265	DEP EQ ELECTRICOS	7115	2025-02-19	1000000.02	N/A	N/A	70	71	N/A	abc	N/A	N/A	123	N/A	N/A	1000000.02	N/A	N/A	80	81	N/A	abc	N/A	N/A	123	N/A	N/A	prueba	T90	123	as	123	76977	54844	44805658CC	91975	2025-03-02	2025-03-25	2025-05-11	8430	93	145	56	Caja BBB	AC	GE	54	1170
AF265	DEP EQ ELECTRICOS	7115	2025-02-19	1000000.02	N/A	N/A	70	71	N/A	abc	N/A	N/A	123	N/A	N/A	1000000.02	N/A	N/A	80	81	N/A	abc	N/A	N/A	123	N/A	N/A	prueba	T90	123	as	123	54088	82021	98305489CC	58149	2025-03-11	2025-03-27	2025-05-14	3324	63	765	93	Caja BBB	BC	GE	78	7035
AF265	DEP EQ ELECTRICOS	7115	2025-02-19	1000000.02	N/A	N/A	70	71	N/A	abc	N/A	N/A	123	N/A	N/A	1000000.02	N/A	N/A	80	81	N/A	abc	N/A	N/A	123	N/A	N/A	prueba	T90	123	as	123	75536	91040	45343135AA	52628	2025-03-03	2025-03-27	2025-04-29	3703	72	511	47	Caja AAA	AC	HE	24	1338
AF265	DEP EQ ELECTRICOS	7115	2025-02-19	1000000.02	N/A	N/A	70	71	N/A	abc	N/A	N/A	123	N/A	N/A	1000000.02	N/A	N/A	80	81	N/A	abc	N/A	N/A	123	N/A	N/A	prueba	T90	123	as	123	40395	76568	98819556BB	72285	2025-03-18	2025-04-07	2025-04-26	2451	21	355	49	Caja CCC	BC	FE	70	3516
AF265	DEP EQ ELECTRICOS	7115	2025-02-19	1000000.02	N/A	N/A	70	71	N/A	abc	N/A	N/A	123	N/A	N/A	1000000.02	N/A	N/A	80	81	N/A	abc	N/A	N/A	123	N/A	N/A	prueba	T90	123	as	123	67874	35969	19526406CC	56117	2025-03-21	2025-03-28	2025-05-10	5367	40	699	24	Caja BBB	CC	GE	67	9074
AF265	DEP EQ ELECTRICOS	7115	2025-02-19	1000000.02	N/A	N/A	70	71	N/A	abc	N/A	N/A	123	N/A	N/A	1000000.02	N/A	N/A	80	81	N/A	abc	N/A	N/A	123	N/A	N/A	prueba	T90	123	as	123	36658	41452	40855638BB	97920	2025-03-15	2025-03-28	2025-04-24	4781	30	288	36	Caja CCC	BC	FE	64	4181
AF265	DEP EQ ELECTRICOS	7115	2025-02-19	1000000.02	N/A	N/A	70	71	N/A	abc	N/A	N/A	123	N/A	N/A	1000000.02	N/A	N/A	80	81	N/A	abc	N/A	N/A	123	N/A	N/A	prueba	T90	123	as	123	37943	62229	93139302CC	83640	2025-02-28	2025-04-07	2025-05-17	5134	73	206	46	Caja BBB	BC	FE	52	1333
